car, 0.0990909090909, 45
film, 0.0632786885246, 72
press, 0.00914634146341, 209
sir, 0.203560371517, 21
logo, 7.96428571429, 1
road, 0.050641025641, 96
cup, 0.05, 98
paper, 0.0737179487179, 62
girl, 0.0361878453039, 124
joke, 0.111363636364, 40
lunch, 0.301515151515, 12
well, 0.0116813602015, 199
season, 0.0903614457831, 49
thing, 0.00962343096234, 207
degree, 0.276, 13
luck, 0.0318407960199, 138
madam, 1.66666666667, 4
cool, 0.0179347826087, 178
university, 0.1175, 37
mood, 0.243939393939, 15
way, 0.0034588441331, 223
son, 0.0982142857143, 46
train, 0.0177385892116, 179
court, 0.0872093023256, 51
miss, 0.0596196868009, 75
love, 0.10877034358, 42
movie, 0.0247232037691, 153
waste, 0.0918699186992, 48
blue, 0.0219827586207, 166
airport, 0.0326086956522, 134
bat, 0.0559590316574, 81
face, 0.0313504823151, 141
light, 0.158333333333, 26
man, 0.0236313868613, 159
fan, 0.0582167832168, 78
guy, 0.0220640569395, 165
week, 0.0243197278912, 155
photo, 0.198076923077, 22
sun, 0.52875, 10
test, 0.0670807453416, 66
star, 0.0547008547009, 82
king, 0.0775, 58
month, 0.019018404908, 171
rest, 0.00408653846154, 221
air, 0.0389473684211, 120
bank, 0.207575757576, 19
bollywood, 0.0452380952381, 110
boy, 0.0182119205298, 176
budget, 0.0155664585192, 183
bus, 0.756, 7
card, 0.0340425531915, 127
channel, 0.130737704918, 31
check, 0.0483122362869, 104
college, 0.13125, 30
company, 0.0131578947368, 191
cricket, 0.0608123569794, 74
crore, 0.0505263157895, 97
form, 0.0410220994475, 117
internet, 0.0589285714286, 77
match, 0.125292397661, 32
media, 0.0794554455446, 56
mobile, 0.0689393939394, 64
party, 0.10436187399, 44
performance, 0.013717693837, 189
petrol, 3.5, 3
phone, 0.218181818182, 17
play, 0.0145975443383, 186
playlist, 0.0, 230
police, 0.236956521739, 16
poster, 0.0240963855422, 156
rail, 0.005, 217
railway, 0.0188131313131, 173
report, 0.0635964912281, 71
school, 0.124117647059, 35
score, 0.0260204081633, 151
seat, 0.254198473282, 14
selfie, 0.00641025641026, 213
service, 0.0324324324324, 135
share, 0.0320197044335, 137
shot, 0.0543373493976, 84
station, 0.0243243243243, 154
suit, 0.359677419355, 11
superstar, 0.0759259259259, 60
team, 0.0764592378196, 59
teaser, 0.0714285714286, 63
theatre, 0.0461538461538, 108
trailer, 0.0204918032787, 169
video, 0.0320621468927, 136
voice, 0.0368705035971, 122
wicket, 0.0850404312668, 52
room, 0.114761904762, 39
teacher, 0.0489130434783, 103
money, 0.0121951219512, 194
house, 0.0519230769231, 89
day, 0.0296626984127, 147
scene, 0.124528301887, 34
interview, 0.0434482758621, 113
book, 0.0666666666667, 67
class, 0.0439481268012, 112
word, 0.0375, 121
gift, 0.0641935483871, 70
decision, 0.00598290598291, 215
god, 0.0527542372881, 86
